combine w/,team table,,,,OLDentryid,entryid,Year,orgid,Class,Team,Place,buggyid,Prelim,Reroll,Final,Fin Reroll,DQ,Note,PreDriver,PreH1,PreH2,PreH3,PreH4,PreH5,RRDriver,RRH1,RRH2,RRH3,RRH4,RRH5,FinDriver,FinH1,FinH2,FinH3,FinH4,FinH5,FinRRDriver,FinRRH1,FinRRH2,FinRRH3,FinRRH4,FinRRH5
,,,,,188,2006.PKA.WA,2006,PKA,W,A,1,brimstone,158.5,0,0,0,0,,457,481,467,482,483,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,187,2006.PKA.WB,2006,PKA,W,B,6,zeus,162.5,0,0,0,0,,474,478,452,450,479,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,254,2006.PKT.MA,2006,PKT,M,A,11,schadenfreude,139,0,0,0,0,,814,815,816,817,818,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,234,2006.PKT.MB,2006,PKT,M,B,18,svengali,146.84,0,0,0,0,,703,704,705,706,707,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,249,2006.SDC.MA,2006,SDC,M,A,3,psychosis,129.94,0,0,0,0,,787,788,789,790,791,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,243,2006.SDC.MB,2006,SDC,M,B,9,addiction,138.59,0,0,0,0,,753,754,755,756,757,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,227,2006.SDC.MC,2006,SDC,M,C,0,rage,0,0,0,0,DNF,,664,665,666,667,668,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,706,2006.SDC.WA,2006,SDC,W,A,2,addiction,161.1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,711,2006.SDC.WB,2006,SDC,W,B,9,rage,181,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,228,2006.SEP.MD,2006,SEP,M,D,0,quest,158.85,0,0,0,Loss of Mass,,0,670,671,672,673,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,256,2006.SEP.MA,2006,SEP,M,A,12,pandora06,139.1,0,0,0,0,,826,827,828,829,830,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,245,2006.SEP.MB,2006,SEP,M,B,16,genesis00,145.6,0,0,0,0,,765,766,767,768,769,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,233,2006.SEP.MC,2006,SEP,M,C,24,lazarus,160.94,0,0,0,0,,697,698,699,700,701,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,720,2006.SEP.WA,2006,SEP,W,A,0,0,178.95,0,0,0,Loss of Mass,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,246,2006.SN.MA,2006,SN,M,A,5,skua,135.8,0,0,0,0,,771,772,516,773,514,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,255,2006.SN.MB,2006,SN,M,B,13,kingofspades,141.3,0,0,0,0,,820,821,822,823,824,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,236,2006.SN.MC,2006,SN,M,C,20,okapi,148.1,0,0,0,0,,712,713,714,715,716,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,708,2006.SN.WA,2006,SN,W,A,5,0,162.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,713,2006.SN.WB,2006,SN,W,B,11,0,187,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,248,2006.SPI.MB,2006,SPI,M,B,0,shakazulu,0,0,0,0,DNF,,781,782,783,784,785,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,235,2006.SPI.MA,2006,SPI,M,A,8,seraph,138.39,0,0,0,0,,600,601,709,596,710,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,253,2006.SPI.MC,2006,SPI,M,C,17,kingpin,146.64,0,0,0,0,,808,809,810,811,812,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,718,2006.SPI.WB,2006,SPI,W,B,0,0,166.25,0,0,0,Transition,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,707,2006.SPI.WA,2006,SPI,W,A,3,0,161.75,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,714,2006.SPI.WC,2006,SPI,W,C,13,0,192,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,295,2007.SPI.MB,2007,SPI,M,B,0,shakazulu,0,0,0,0,DNF,,1021,1022,1023,1024,1025,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,401,2007.FRI.MA,2007,FRI,M,A,2,banyan,128.25,0,130.6,0,0,,1241,1242,803,1243,806,1244,0,0,0,0,0,0,1241,1242,803,1243,806,1244,0,0,0,0,0,0
,,,,,191,2007.PKA.MA,2007,PKA,M,A,1,zeus,130.55,0,127.39,0,0,,474,475,487,488,465,477,0,0,0,0,0,0,474,475,487,488,465,477,0,0,0,0,0,0
,,,,,283,2007.SDC.MA,2007,SDC,M,A,0,psychosis,132.66,0,0,0,Pushbar,,854,788,962,963,964,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,189,2007.PKA.MB,2007,PKA,M,B,3,wyvern,132.9,0,132.4,0,0,,441,426,460,484,471,485,0,0,0,0,0,0,441,426,460,484,471,485,0,0,0,0,0,0
,,,,,402,2007.FRI.MB,2007,FRI,M,B,5,bantam,133.3,0,0,134.19,0,Reroll due to timing error (heat start time),802,1245,1246,1247,1248,729,0,0,0,0,0,0,0,0,0,0,0,0,802,1245,1246,1247,1248,729
,,,,,278,2007.KDR.MA,2007,KDR,M,A,8,perun,136.94,0,137.3,0,0,,940,941,942,943,944,945,0,0,0,0,0,0,940,941,942,943,944,945,0,0,0,0,0,0
,,,,,294,2007.SPI.MA,2007,SPI,M,A,7,seraph,138.39,0,136.29,0,0,,1015,1016,1017,1018,1019,1020,0,0,0,0,0,0,1015,1016,1017,1018,1019,1020,0,0,0,0,0,0
,,,,,287,2007.SEP.MA,2007,SEP,M,A,10,pandora06,139.9,0,139.19,0,0,,826,831,983,828,984,985,0,0,0,0,0,0,826,831,983,828,984,985,0,0,0,0,0,0
,,,,,291,2007.SN.MA,2007,SN,M,A,6,kingofspades,140.5,0,135.75,0,0,,712,1000,1001,1002,1003,1004,0,0,0,0,0,0,712,1000,1001,1002,1003,1004,0,0,0,0,0,0
,,,,,284,2007.SDC.MB,2007,SDC,M,B,4,addiction,140.64,0,132.5,0,0,,753,966,967,757,969,970,0,0,0,0,0,0,971,788,962,963,964,965,0,0,0,0,0,0
,,,,,190,2007.PKA.MC,2007,PKA,M,C,9,knightfall,140.75,0,137.84,0,0,,457,458,459,433,473,486,0,0,0,0,0,0,457,458,459,433,473,486,0,0,0,0,0,0
,,,,,280,2007.PKT.MA,2007,PKT,M,A,11,svengali,142.85,0,142.19,0,0,,703,815,705,706,952,953,0,0,0,0,0,0,703,815,705,706,952,953,0,0,0,0,0,0
,,,,,281,2007.PIO.MA,2007,PIO,M,A,12,chaos,143.5,0,0,0,0,,954,737,741,738,795,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,292,2007.SN.MB,2007,SN,M,B,0,skua,144.82,0,0,0,Pushbar,,771,1005,1006,1007,1008,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,403,2007.FRI.MC,2007,FRI,M,C,13,blizzard,145.22,0,0,0,0,,860,1249,726,1250,1251,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,404,2007.FRI.MD,2007,FRI,M,D,0,brazen,145.41,0,0,0,Pushbar,,775,1253,1254,1255,1256,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,285,2007.SDC.MC,2007,SDC,M,C,14,rage,146.15,0,0,0,0,,971,972,973,974,975,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,279,2007.KDR.MB,2007,KDR,M,B,15,powder,147,0,0,0,0,,946,947,948,949,950,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,273,2007.BTP.MA,2007,BTP,M,A,0,thunderstruck,148.2,0,0,0,DQ,False start? Time estimate from video,914,915,916,762,719,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,275,2007.CIA.MA,2007,CIA,M,A,16,firebird,148.09,0,0,0,0,,2084,924,925,926,927,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,274,2007.BTP.MB,2007,BTP,M,B,17,problemchild,151.1,0,0,0,0,,832,918,919,920,921,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,271,2007.AEP.MA,2007,AEP,M,A,0,zephyrus,151.7,0,0,0,Pushbar,,906,688,907,908,689,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,286,2007.SDC.MD,2007,SDC,M,D,18,envy,153.13,0,0,0,0,,977,978,979,667,981,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,288,2007.SEP.MB,2007,SEP,M,B,19,genesis00,154.53,0,0,0,0,,697,986,987,988,989,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,261,2007.SDC.WA,2007,SDC,W,A,1,psychosis,155.15,0,151,0,0,,854,855,856,857,858,859,0,0,0,0,0,0,854,855,856,857,858,859,0,0,0,0,0,0
,,,,,293,2007.SN.MC,2007,SN,M,C,20,okapi,156,0,0,0,0,,838,1010,1011,1012,1013,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,276,2007.CIA.MB,2007,CIA,M,B,21,mirage00,156.02,0,0,0,0,,2083,930,931,932,933,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,192,2007.PKA.WA,2007,PKA,W,A,2,wyvern,156.84,0,155.44,0,0,,441,489,467,490,447,491,0,0,0,0,0,0,441,489,467,490,447,491,0,0,0,0,0,0
,,,,,290,2007.SEP.MD,2007,SEP,M,D,22,enigma,158.8,0,0,0,0,,995,996,997,998,672,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,264,2007.SPI.WA,2007,SPI,W,A,4,shakazulu,163.25,0,162.54,0,0,,781,871,872,873,874,808,0,0,0,0,0,0,781,871,872,873,874,808,0,0,0,0,0,0
,,,,,266,2007.FRI.WA,2007,FRI,W,A,3,bantam,163.65,0,162.4,0,0,,802,880,881,882,883,884,0,0,0,0,0,0,802,880,881,882,883,884,0,0,0,0,0,0
,,,,,265,2007.SN.WA,2007,SN,W,A,5,skua,165.5,0,163.25,0,0,,771,875,876,877,878,879,0,0,0,0,0,0,771,875,876,877,878,879,0,0,0,0,0,0
,,,,,277,2007.CIA.MC,2007,CIA,M,C,23,conquest,166.88,0,0,0,0,,730,935,936,937,938,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,289,2007.SEP.MC,2007,SEP,M,C,24,shrek,170.5,0,0,0,0,,990,991,992,993,994,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,272,2007.AEP.MB,2007,AEP,M,B,25,camo,173.12,0,0,0,0,,910,911,687,912,913,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,270,2007.KDR.WA,2007,KDR,W,A,6,perun,174.95,0,183.15,0,0,,900,901,902,903,904,905,0,0,0,0,0,0,900,901,902,903,904,905,0,0,0,0,0,0
,,,,,260,2007.SPI.WB,2007,SPI,W,B,7,seraph,177.57,0,0,206.69,0,Hit by PKA B during prelims,808,849,850,851,852,853,0,0,0,0,0,0,0,0,0,0,0,0,808,849,850,851,852,853
,,,,,267,2007.SDC.WB,2007,SDC,W,B,8,rage,179.45,0,0,0,0,,664,885,886,887,888,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,268,2007.SEP.WA,2007,SEP,W,A,9,genesis00,180.63,0,0,0,0,,697,890,891,892,893,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,193,2007.PKA.WB,2007,PKA,W,B,0,knightfall,180.7,0,0,0,Contact,Contact with SPI B during pass,457,453,469,492,478,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,259,2007.FRI.WB,2007,FRI,W,B,0,brazen,190.89,0,0,0,Interference,DQ reason inferred from video,775,844,845,846,847,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,263,2007.CIA.WA,2007,CIA,W,A,10,mirage00,194.92,0,0,0,0,,2083,866,867,868,869,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,262,2007.FRI.WC,2007,FRI,W,C,0,blizzard,196,0,0,0,DQ,Why DQ?,860,861,775,862,863,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,258,2007.SN.WB,2007,SN,W,B,11,okapi,199.91,0,0,0,0,,838,839,840,841,842,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,269,2007.PIO.WA,2007,PIO,W,A,12,chaos,220.62,0,0,0,0,,895,896,736,897,898,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,257,2007.BTP.WA,2007,BTP,W,A,13,problemchild,236.38,0,0,0,0,,832,833,834,835,836,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,612,2008.AEP.MA,2008,AEP,M,A,18,zephyrus,159.69,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,615,2008.AEP.MB,2008,AEP,M,B,21,camo,192.55,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,607,2008.CIA.MA,2008,CIA,M,A,13,firebird,150.39,0,0,0,0,,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,611,2008.CIA.MB,2008,CIA,M,B,17,mirage00,158.7,0,0,0,0,,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1831,2008.CIA.WB,2008,CIA,W,B,0,0,0,0,0,0,DNS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,725,2008.CIA.WA,2008,CIA,W,A,8,mirage00,190.25,0,0,0,0,,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,405,2008.FRI.MA,2008,FRI,M,A,3,banyan,127.84,0,128.54,0,0,,1241,916,1242,760,921,1260,0,0,0,0,0,0,1241,916,1242,760,921,1260,0,0,0,0,0,0
,,,,,407,2008.FRI.MC,2008,FRI,M,C,8,bristol,140.4,0,144.19,0,0,,775,1263,1264,1265,1266,1267,0,0,0,0,0,0,775,1263,1264,1265,1266,1267,0,0,0,0,0,0
,,,,,406,2008.FRI.MB,2008,FRI,M,B,9,bantam,134.6,0,133.79,0,Over Start Line,,802,1261,1246,1205,1262,729,0,0,0,0,0,0,802,1261,1246,1205,1262,729,0,0,0,0,0,0
,,,,,410,2008.FRI.WB,2008,FRI,W,B,0,blizzard,193.25,0,0,0,3/4 transition,,860,1275,1276,1277,1278,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,409,2008.FRI.WA,2008,FRI,W,A,3,bantam,159.14,0,157.25,0,0,,802,1272,1273,1169,1274,884,0,0,0,0,0,0,802,1272,1273,1169,1274,884,0,0,0,0,0,0
,,,,,620,2008.KDR.MC,2008,KDR,M,C,0,pirho,153.64,0,0,0,Over Start Line,,1906,2156,2106,2108,2162,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,617,2008.KDR.MB,2008,KDR,M,B,0,perun,143.63,0,0,0,Loss of Mass,,900,746,1908,743,1909,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,601,2008.KDR.MA,2008,KDR,M,A,5,powder,134.6,0,133.25,0,0,,864,1907,1913,943,1910,1911,0,0,0,0,0,0,864,1907,1913,943,1910,1911,0,0,0,0,0,0
,,,,,729,2008.KDR.WB,2008,KDR,W,B,0,pirho,179.84,0,0,0,Drops,,1906,2166,2173,2180,2170,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,723,2008.KDR.WA,2008,KDR,W,A,5,perun,175.34,0,174.59,0,0,,900,904,2107,2042,2158,2022,0,0,0,0,0,0,900,904,2107,2042,2158,2022,0,0,0,0,0,0
,,,,,609,2008.PIO.MA,2008,PIO,M,A,15,keres,156.35,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,613,2008.PIO.MB,2008,PIO,M,B,19,chaos,172.09,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,194,2008.PKA.MC,2008,PKA,M,C,0,brimstone,161.55,0,0,0,5 second,,494,495,459,496,497,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,195,2008.PKA.MA,2008,PKA,M,A,1,chimera,126.09,0,124.35,0,0,Course Record in Finals,474,475,477,499,465,426,0,0,0,0,0,0,474,475,477,499,465,426,0,0,0,0,0,0
,,,,,196,2008.PKA.MB,2008,PKA,M,B,6,knightfall,134.1,0,134.85,0,0,,457,500,501,502,473,503,0,0,0,0,0,0,457,500,501,502,473,503,0,0,0,0,0,0
,,,,,197,2008.PKA.WA,2008,PKA,W,A,2,chimera,158.25,0,156.6,0,0,,474,504,467,505,506,491,0,0,0,0,0,0,474,504,467,505,506,491,0,0,0,0,0,0
,,,,,198,2008.PKA.WB,2008,PKA,W,B,6,knightfall,173.84,0,185.9,0,0,,457,507,469,508,509,510,0,0,0,0,0,0,457,507,469,508,509,510,0,0,0,0,0,0
,,,,,616,2008.PKT.MA,2008,PKT,M,A,0,0,144.4,0,0,0,5 second,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,600,2008.SDC.MA,2008,SDC,M,A,2,psychosis,125.55,0,124.5,0,0,Course Record in Prelims. Broken the next day,971,788,964,1954,2088,2089,0,0,0,0,0,0,971,788,964,1954,2088,2089,0,0,0,0,0,0
,,,,,614,2008.SDC.MB,2008,SDC,M,B,20,envy,173.84,0,0,0,0,,1957,1871,2090,1960,755,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,605,2008.SDC.MC,2008,SDC,M,C,11,addiction,142.39,0,0,0,0,,2092,1966,966,757,1965,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,621,2008.SDC.MD,2008,SDC,M,D,0,rage,148.4,0,0,0,5 second,,753,2093,667,976,970,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,721,2008.SDC.WA,2008,SDC,W,A,1,psychosis,151.15,0,148.84,0,0,Course Record in Finals,971,858,844,2049,2046,847,0,0,0,0,0,0,971,858,844,2049,2046,847,0,0,0,0,0,0
,,,,,728,2008.SDC.WB,2008,SDC,W,B,0,envy,173.64,0,0,0,Loss of Mass,,1957,2094,493,2095,888,2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,730,2008.SDC.WC,2008,SDC,W,C,0,addiction,190,0,0,0,Loss of Mass,,2092,2097,886,887,2053,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,619,2008.SEP.MC,2008,SEP,M,C,0,0,198.5,0,0,0,1/2 transition,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,603,2008.SEP.MA,2008,SEP,M,A,7,0,140.67,0,135.19,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,608,2008.SEP.MB,2008,SEP,M,B,14,0,151.79,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,726,2008.SEP.WA,2008,SEP,W,A,9,0,190.95,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,618,2008.SN.MA,2008,SN,M,A,0,0,137.5,0,0,0,Drops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,606,2008.SN.MB,2008,SN,M,B,12,0,144.6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,610,2008.SN.MC,2008,SN,M,C,16,0,157.69,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,722,2008.SN.WA,2008,SN,W,A,4,0,171.34,0,169,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,727,2008.SN.WB,2008,SN,W,B,10,0,201.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,602,2008.SPI.MA,2008,SPI,M,A,4,haraka,135.1,0,129.75,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,604,2008.SPI.MB,2008,SPI,M,B,10,0,141.4,0,139.64,0,1/2 transition,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,731,2008.SPI.WA,2008,SPI,W,A,0,0,159.75,0,0,0,Drops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,724,2008.SPI.WB,2008,SPI,W,B,7,0,185.19,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1763,2009.SN.WB,2009,SN,W,B,0,kingofspades,0,0,0,0,Spin,,1988,2062,2063,2064,2065,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1737,2009.SDC.MA,2009,SDC,M,A,1,malice,125.3,0,123.3,0,0,Course Record,0,0,0,0,0,0,0,0,0,0,0,0,971,1952,1953,1954,1955,1956,0,0,0,0,0,0
,,,,,1756,2009.PKA.WA,2009,PKA,W,A,2,chimera,153.8,0,151.15,0,0,,474,875,506,504,509,2041,0,0,0,0,0,0,474,875,506,504,509,2041,0,0,0,0,0,0
,,,,,1764,2009.SPI.WA,2009,SPI,W,A,5,haraka,157.9,0,154.65,0,0,,2001,2066,2067,874,2068,808,0,0,0,0,0,0,2001,2066,2067,874,2068,808,0,0,0,0,0,0
,,,,,1738,2009.SDC.MB,2009,SDC,M,B,4,psychosis,130.35,0,128.2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1957,1958,1959,1960,1961,1962,0,0,0,0,0,0
,,,,,1761,2009.SEP.WA,2009,SEP,W,A,3,barracuda,160.25,0,153.95,0,0,,1974,2054,2055,2056,2057,2058,0,0,0,0,0,0,1974,2054,2055,2056,2057,2058,0,0,0,0,0,0
,,,,,1752,2009.FRI.WA,2009,FRI,W,A,7,bedlam,163.4,0,166.45,0,0,,2027,880,2028,2029,2030,1274,0,0,0,0,0,0,2027,880,2028,2029,2030,1274,0,0,0,0,0,0
,,,,,1762,2009.SN.WA,2009,SN,W,A,6,skua,165.2,0,0,160.55,0,,1993,2059,876,2060,892,2061,0,0,0,0,0,0,0,0,0,0,0,0,1993,2059,876,2060,892,2061
,,,,,1765,2009.SPI.WB,2009,SPI,W,B,8,fuko,169.15,0,0,0,0,,808,2069,2070,2071,2072,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1755,2009.KDR.WA,2009,KDR,W,A,9,polaris,169.75,0,0,0,0,,1906,2037,2038,904,2039,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1753,2009.FRI.WB,2009,FRI,W,B,10,brazen,172.1,0,0,0,0,,1902,2031,1273,2032,2033,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1757,2009.PKA.WB,2009,PKA,W,B,11,knightfall,174.4,0,0,0,0,,494,2042,2043,508,505,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1739,2009.SDC.MC,2009,SDC,M,C,9,envy,137.65,0,135.35,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1963,1964,1965,1966,1967,1968,0,0,0,0,0,0
,,,,,1751,2009.CIA.WA,2009,CIA,W,A,13,conquest,187.3,0,0,0,0,,2023,2024,2025,2026,866,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1750,2009.BTP.WA,2009,BTP,W,A,0,problemchild,220.35,0,0,0,Fire safety violation,,1870,2018,2019,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1749,2009.AEP.WA,2009,AEP,W,A,0,kamikaze,220.4,0,0,0,0,,1862,2013,2014,2015,2016,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1754,2009.FRI.WC,2009,FRI,W,C,14,bristol,232.7,0,0,0,0,,775,2035,1276,2036,1278,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1733,2009.PKA.MB,2009,PKA,M,B,0,zeus,0,0,0,0,Crash,,1935,426,430,1936,1937,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1748,2009.SPI.MC,2009,SPI,M,C,0,seraph,0,0,0,0,Crash,,2007,2008,2009,2010,2011,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1740,2009.SDC.MD,2009,SDC,M,D,17,rage,145.81,0,0,0,0,,1969,1970,1971,1972,1973,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1723,2009.FRI.MA,2009,FRI,M,A,2,banyan,128,0,129.14,127.25,0,,1241,1889,1246,1890,1891,1892,0,0,0,0,0,0,0,0,0,0,0,0,1241,1889,1246,1890,1891,1892
,,,,,1746,2009.SPI.MA,2009,SPI,M,A,6,fuko,128.95,0,130.45,0,0,,808,1016,1018,711,1999,2000,0,0,0,0,0,0,808,1016,1018,711,1999,2000,0,0,0,0,0,0
,,,,,1741,2009.SEP.MA,2009,SEP,M,A,5,barracuda,130.15,0,128.55,0,0,,1974,1975,1976,1977,1978,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
